name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	ind.region	das.region	stein.region
RC2	33.6271	-31.0103	-16.5494587372029	-999	RC	R	depth	33.3993	-30.1216	-8.43301	fusiform	n/a	n/a
RC3	38.8721	-31.8807	-18.31737069304	-999	RC	R	depth	38.3542	-30.1277	-9.04039	fusiform	n/a	n/a
RC4	42.9629	-32.4344	-18.5262179382205	-999	RC	R	depth	42.0061	-30.0238	-8.80857	inferiortemporal	n/a	n/a
RC5	46.3429	-32.4705	-19.0457979247996	-999	RC	R	depth	45.7436	-30.064	-9.49273	inferiortemporal	n/a	n/a
RC6	50.2223	-32.1928	-18.7909186934527	-999	RC	R	depth	50.0043	-29.9428	-9.22207	middletemporal	n/a	n/a
RC7	57.0238	-31.7239	-20.5378644705568	-999	RC	R	depth	55.0019	-30.0201	-10.2866	middletemporal	n/a	n/a
RC8	62.119	-31.7854	-21.1764010888855	-999	RC	R	depth	58.6539	-29.9163	-10.0548	middletemporal	n/a	n/a
RC9	67.7962	-32.4761	-22.0911252627833	-999	RC	R	depth	62.3915	-29.9565	-10.739	middletemporal	n/a	n/a
RC10	72.126	-32.4178	-20.7761775564166	-999	RC	R	depth	67.2608	-29.8185	-10.4304	middletemporal	n/a	n/a
RS1	7.26692	-47.9205	49.2504042715104	-999	RS	R	depth	7.17763	-36.1105	47.6329	paracentral	n/a	n/a
RS2	10.0048	-46.5635	49.1643038436044	-999	RS	R	depth	9.619	-34.945	47.6588	paracentral	n/a	n/a
RS3	15.028	-43.5737	48.0090610482173	-999	RS	R	depth	14.5876	-32.7617	46.7063	paracentral	n/a	n/a
RS4	18.5699	-39.9428	49.2322290876463	-999	RS	R	depth	18.2525	-30.4656	46.6712	paracentral	n/a	n/a
RS5	21.1379	-38.1089	48.9914399740452	-999	RS	R	depth	21.3847	-29.9789	45.8076	postcentral	n/a	n/a
RS6	24.6937	-34.7438	48.200400195038	-999	RS	R	depth	25.1354	-27.8305	44.7699	superiorparietal	n/a	n/a
RS7	28.3162	-32.0454	46.9710712119924	-999	RS	R	depth	28.8006	-25.5346	44.7364	postcentral	n/a	n/a
RS8	31.3948	-29.6194	43.7798974810352	-999	RS	R	depth	32.5941	-23.46	43.1964	postcentral	n/a	n/a
RS9	34.481	-27.3788	42.958290498797	-999	RS	R	depth	36.2526	-22.2596	43.3076	postcentral	n/a	n/a
RS10	37.3082	-23.8699	39.8164668705837	-999	RS	R	depth	40.0033	-20.1113	42.2698	postcentral	n/a	n/a
RS11	39.8688	-20.3069	38.5227964647083	-999	RS	R	depth	43.0599	-17.8327	42.1921	postcentral	n/a	n/a
RS12	42.6816	-19.5146	38.1707416105236	-999	RS	R	depth	46.7185	-16.6323	42.3032	supramarginal	n/a	n/a
RS13	45.4279	-18.1741	38.4407673180601	-999	RS	R	depth	50.4692	-14.484	41.2655	postcentral	n/a	n/a
RS14	48.8261	-16.3944	40.676783548651	-999	RS	R	depth	54.1342	-12.1878	41.2304	postcentral	n/a	n/a
RS15	55.6276	-17.0902	40.5860629904141	-999	RS	R	depth	59.0989	-10.5531	40.3501	supramarginal	n/a	n/a
RS16	58.9717	-16.5434	40.7060813301438	-999	RS	R	depth	61.5402	-9.38679	40.3753	postcentral	n/a	n/a
RLB1	6.60009	-65.912	17.6564081691985	-999	RLB	R	depth	6.83663	-54.7485	23.8236	precuneus	n/a	n/a
RLB2	9.07829	-66.0519	18.4279366464384	-999	RLB	R	depth	9.26474	-55.7747	24.1379	precuneus	n/a	n/a
RLB3	12.9206	-65.4559	20.9351188106283	-999	RLB	R	depth	14.0484	-55.4871	25.4803	precuneus	n/a	n/a
RLB4	15.9124	-66.5907	21.6424614314427	-999	RLB	R	depth	18.9118	-56.4423	25.9629	precuneus	n/a	n/a
RLB5	17.4401	-66.0808	22.1448726831992	-999	RLB	R	depth	21.9547	-56.3556	26.1752	precuneus	n/a	n/a
RLB6	20.6908	-65.8764	21.907345111235	-999	RLB	R	depth	26.8174	-57.311	26.6579	precuneus	n/a	n/a
RLB7	25.9184	-65.4325	20.8646469566127	-999	RLB	R	depth	30.4694	-57.2075	26.912	precuneus	n/a	n/a
RLB8	33.3151	-65.589	19.9478800546509	-999	RLB	R	depth	35.3321	-58.1628	27.3946	inferiorparietal	n/a	n/a
RLB9	36.7102	-65.2187	21.8324493314933	-999	RLB	R	depth	38.8491	-58.9317	29.2985	inferiorparietal	n/a	n/a
RLB10	41.0798	-64.8138	22.3620364960158	-999	RLB	R	depth	43.1098	-58.8092	29.5955	inferiorparietal	n/a	n/a
RLB11	44.8218	-66.0797	22.9231350235754	-999	RLB	R	depth	46.7551	-59.8003	29.9935	inferiorparietal	n/a	n/a
RLB12	50.4176	-66.5052	23.9435203056974	-999	RLB	R	depth	51.6244	-59.661	30.3321	inferiorparietal	n/a	n/a
RH1	9.72912	-19.0535	34.4598057415254	-999	RH	R	depth	9.66621	-11.7029	31.2139	posteriorcingulate	n/a	n/a
RH2	13.3513	-17.6516	32.1114621165785	-999	RH	R	depth	13.4533	-10.725	29.8181	posteriorcingulate	n/a	n/a
RH3	16.7371	-14.9466	33.2543543695479	-999	RH	R	depth	16.9903	-8.2061	31.2898	posteriorcingulate	n/a	n/a
RH4	20.9482	-12.9046	32.2519103575192	-999	RH	R	depth	21.2571	-6.98817	31.4421	posteriorcingulate	n/a	n/a
RH6	28.1039	-9.12289	29.728966170057	-999	RH	R	depth	28.7026	-4.80935	30.1571	insula	n/a	n/a
RH8	36.2028	-5.58995	29.4077662012408	-999	RH	R	depth	37.237	-2.37351	30.4618	precentral	n/a	n/a
RH9	39.5698	-4.54353	29.3749778890935	-999	RH	R	depth	40.8955	-1.17311	30.5716	caudalmiddlefrontal	n/a	n/a
RH10	43.3818	-3.29003	28.7564418115394	-999	RH	R	depth	45.1693	1.1402	30.5793	precentral	n/a	n/a
RH11	47.4354	-2.89074	28.9152669694211	-999	RH	R	depth	48.8279	2.34119	30.6901	precentral	n/a	n/a
RH12	52.114	-2.74435	28.6993903182617	-999	RH	R	depth	52.572	3.39324	29.7961	precentral	n/a	n/a
RH13	57.6789	-0.490559	30.1436190969528	-999	RH	R	depth	57.4478	4.62877	29.991	precentral	n/a	n/a
RH14	61.14	0.893085	30.3608119238536	-999	RH	R	depth	61.1065	5.82909	30.1008	precentral	n/a	n/a
RQ1	7.78622	-35.305	31.4576942269275	-999	RQ	R	depth	7.34347	-29.1271	30.7707	posteriorcingulate	n/a	n/a
RQ2	10.4004	-37.3026	31.5064006645931	-999	RQ	R	depth	9.77157	-30.1525	31.0844	posteriorcingulate	n/a	n/a
RQ3	14.8368	-38.2482	30.6260190267046	-999	RQ	R	depth	14.7268	-30.1616	30.4194	posteriorcingulate	n/a	n/a
RQ5	22.0759	-39.071	31.0002709192474	-999	RQ	R	depth	22.6389	-29.934	30.9707	paracentral	n/a	n/a
RQ7	30.1274	-39.3975	28.4480326610057	-999	RQ	R	depth	31.2458	-29.8381	30.5599	supramarginal	n/a	n/a
RQ9	38.2306	-41.0929	25.4533765873629	-999	RQ	R	depth	39.767	-29.5937	31.1529	supramarginal	n/a	n/a
RQ10	40.8929	-42.4163	24.1826373613179	-999	RQ	R	depth	42.8103	-29.5062	31.3645	supramarginal	n/a	n/a
RQ11	45.3525	-44.0722	20.9645000206725	-999	RQ	R	depth	47.7651	-29.5145	30.7005	supramarginal	n/a	n/a
RQ12	50.0242	-44.3252	20.0667442468165	-999	RQ	R	depth	52.6344	-29.3753	31.0392	supramarginal	n/a	n/a
RQ13	54.5521	-45.3829	20.6558474100228	-999	RQ	R	depth	56.2799	-30.3657	31.4381	supramarginal	n/a	n/a
RQ14	60.5411	-45.2392	24.2829848358072	-999	RQ	R	depth	61.1491	-30.2264	31.7768	supramarginal	n/a	n/a
RQ15	65.1865	-41.6779	24.1252280702922	-999	RQ	R	depth	65.5446	-29.2299	30.4241	supramarginal	n/a	n/a
RQ16	67.5177	-41.6517	24.9874000657919	-999	RQ	R	depth	67.9728	-30.2569	30.7376	supramarginal	n/a	n/a
RLA1	9.78824	-62.9312	20.9006237028111	-999	RLA	R	depth	10.2914	-51.5341	26.2264	precuneus	n/a	n/a
RLA2	12.7016	-61.8167	22.2190279747845	-999	RLA	R	depth	13.9432	-51.4297	26.4799	precuneus	n/a	n/a
RLA3	15.7876	-60.473	23.0703633175683	-999	RLA	R	depth	18.8199	-50.1942	26.6748	precuneus	n/a	n/a
RLA4	17.3915	-60.5701	23.3302268205195	-999	RLA	R	depth	21.8626	-50.1066	26.8864	precuneus	n/a	n/a
RLA5	19.6399	-59.8138	23.982914350733	-999	RLA	R	depth	25.4356	-48.7584	28.0003	precuneus	n/a	n/a
RLA7	33.1902	-56.8965	22.4880663083681	-999	RLA	R	depth	35.1807	-47.3836	28.5339	inferiorparietal	n/a	n/a
RLA8	38.0194	-55.6736	22.896591533689	-999	RLA	R	depth	38.7537	-46.0346	29.6471	inferiorparietal	n/a	n/a
RLA9	41.5021	-55.5284	22.9515589968373	-999	RLA	R	depth	42.4058	-45.9296	29.9015	inferiorparietal	n/a	n/a
RLA10	44.7531	-55.6395	22.646483849831	-999	RLA	R	depth	46.6729	-44.7116	30.0537	inferiorparietal	n/a	n/a
RLA11	48.6227	-57.0035	22.3916410545891	-999	RLA	R	depth	51.5422	-44.5722	30.3923	inferiorparietal	n/a	n/a
RLA12	52.3198	-56.9051	21.1268220416608	-999	RLA	R	depth	55.2007	-43.3724	30.5027	inferiorparietal	n/a	n/a
RLA13	56.6516	-56.5217	22.7970374752457	-999	RLA	R	depth	59.9844	-43.0847	31.845	supramarginal	n/a	n/a
RLA14	61.4811	-54.228	24.3530783161341	-999	RLA	R	depth	63.643	-41.8835	31.9555	inferiorparietal	n/a	n/a
LA1	-15.3558	-1.73932	-22.8760120426467	-999	LA	L	depth	-11.1736	-3.95204	-17.9749	n/a	n/a	Left Amy
LA2	-17.3436	-1.47087	-23.3775124746433	-999	LA	L	depth	-13.6089	-4.02106	-18.1293	n/a	n/a	Left Amy
LA3	-22.3125	-1.22726	-23.1900666381313	-999	LA	L	depth	-19.8242	-3.97859	-17.1422	n/a	n/a	Left Amy
LA4	-24.8703	-1.18964	-23.9309493015112	-999	LA	L	depth	-22.8665	-4.06494	-17.3353	n/a	n/a	Left Amy
LA5	-28.4395	-1.09195	-23.6286815226805	-999	LA	L	depth	-26.6041	-4.02474	-16.6512	n/a	n/a	Left Amy
LA7	-38.8322	0.00684155	-24.7212320738141	-999	LA	L	depth	-36.343	-4.30065	-17.2684	n/a	n/a	n/a
LA9	-44.3525	0.856437	-22.6989847582508	-999	LA	L	depth	-43.1241	-4.3475	-16.7782	middletemporal	n/a	n/a
LA10	-48.4642	1.75856	-21.9451371343392	-999	LA	L	depth	-47.9936	-4.4855	-17.0867	middletemporal	n/a	n/a
LA11	-52.1954	2.08387	-20.1074971841299	-999	LA	L	depth	-51.7312	-4.44529	-16.4026	middletemporal	n/a	n/a
LA12	-60.3558	1.46399	-21.0450158988384	-999	LA	L	depth	-56.6006	-4.58321	-16.7112	middletemporal	n/a	n/a
LS1	-7.26488	-61.6147	53.7095142160329	-999	LS	L	depth	-7.47973	-45.337	54.9799	precuneus	n/a	n/a
LS2	-9.34491	-60.2606	53.9443359199073	-999	LS	L	depth	-9.90782	-44.3109	54.6671	precuneus	n/a	n/a
LS3	-13.4224	-54.3809	57.1127631016307	-999	LS	L	depth	-13.6249	-40.9803	54.9834	precuneus	n/a	n/a
LS4	-15.9836	-51.8406	57.2582091277251	-999	LS	L	depth	-17.2646	-38.8936	54.4407	precuneus	n/a	n/a
LS5	-18.2922	-50.0406	56.596508239602	-999	LS	L	depth	-20.9032	-36.807	53.8979	superiorparietal	n/a	n/a
LS6	-19.7632	-48.2501	55.6920168561831	-999	LS	L	depth	-23.324	-34.6853	53.4405	superiorparietal	n/a	n/a
LS7	-22.4998	-46.3707	55.7142437553752	-999	LS	L	depth	-26.4401	-32.4334	53.9431	superiorparietal	n/a	n/a
LS8	-27.4129	-43.598	55.9115007891049	-999	LS	L	depth	-30.0786	-30.3467	53.4004	superiorparietal	n/a	n/a
LS9	-33.6622	-40.7467	56.3874001708349	-999	LS	L	depth	-33.7207	-28.808	52.9308	postcentral	n/a	n/a
LS10	-39.3384	-36.7735	56.8689805092628	-999	LS	L	depth	-37.4451	-26.5728	53.3918	postcentral	n/a	n/a
LS11	-42.492	-33.2815	56.4186090555649	-999	LS	L	depth	-41.0835	-24.4861	52.849	postcentral	n/a	n/a
LS12	-45.1961	-30.5039	56.2046741384577	-999	LS	L	depth	-43.6338	-22.143	53.8965	postcentral	n/a	n/a
LS13	-49.1385	-27.7507	53.7921489474749	-999	LS	L	depth	-47.2722	-20.0563	53.3537	postcentral	n/a	n/a
LS14	-53.4878	-24.6711	50.628192089713	-999	LS	L	depth	-50.3025	-17.9521	52.8537	postcentral	n/a	n/a
LB1	-29.7824	-10.3829	-21.0359983594936	-999	LB	L	depth	-26.8287	-12.506	-13.728	n/a	CA1	Left CA1
LB2	-32.308	-8.95471	-21.6808015843428	-999	LB	L	depth	-29.2569	-11.4792	-14.019	n/a	CA1	Left CA1
LB3	-38.4995	-8.52368	-20.9213680452622	-999	LB	L	depth	-34.2109	-11.4738	-13.4125	n/a	head	n/a
LB4	-40.9943	-8.43814	-19.2086382101885	-999	LB	L	depth	-37.9919	-11.3618	-12.2703	n/a	n/a	n/a
LB5	-43.3741	-6.73539	-17.9250204634193	-999	LB	L	depth	-42.94	-10.2599	-11.7997	superiortemporal	n/a	n/a
LB6	-44.7793	-6.18477	-16.4513692282317	-999	LB	L	depth	-46.0694	-10.203	-11.0776	superiortemporal	n/a	n/a
LB7	-47.6214	-4.36007	-16.0309624823837	-999	LB	L	depth	-49.7138	-9.21034	-11.4455	middletemporal	n/a	n/a
LB8	-56.0916	-3.54813	-15.724659105702	-999	LB	L	depth	-54.663	-8.10857	-10.9748	superiortemporal	n/a	n/a
LB9	-62.4802	-3.93971	-15.584238723418	-999	LB	L	depth	-58.443	-7.99709	-9.83343	superiortemporal	n/a	n/a
LB10	-68.1157	-3.73498	-15.8152792037661	-999	LB	L	depth	-63.391	-6.89521	-9.36291	superiortemporal	n/a	n/a
LC1	-32.2999	-28.546	-11.6153387559953	-999	LC	L	depth	-28.8389	-29.4773	-4.22863	n/a	DG	Left DG
LC2	-34.8655	-27.36	-12.2880387942625	-999	LC	L	depth	-31.267	-28.4498	-4.5189	n/a	DG	Left DG
LC3	-40.04	-27.4142	-13.8953477708312	-999	LC	L	depth	-36.1365	-28.5884	-4.82835	n/a	n/a	n/a
LC4	-43.288	-27.1497	-13.6701751180972	-999	LC	L	depth	-39.874	-28.5482	-4.14424	fusiform	n/a	n/a
LC5	-46.8003	-26.5603	-14.2417920595492	-999	LC	L	depth	-44.1353	-28.6694	-4.41487	middletemporal	n/a	n/a
LC6	-49.7593	-25.8761	-14.2303716159274	-999	LC	L	depth	-47.787	-28.7726	-4.64588	middletemporal	n/a	n/a
LC7	-55.204	-23.8446	-13.3760654140063	-999	LC	L	depth	-52.735	-27.6714	-4.17615	middletemporal	n/a	n/a
LC8	-62.5592	-24.3713	-14.343505417599	-999	LC	L	depth	-57.6044	-27.8094	-4.48471	middletemporal	n/a	n/a
LC9	-66.4663	-25.3928	-13.4429887711294	-999	LC	L	depth	-61.2563	-27.9131	-4.71661	middletemporal	n/a	n/a
LC10	-70.2845	-24.6865	-11.9989302123304	-999	LC	L	depth	-66.2043	-26.8113	-4.24598	middletemporal	n/a	n/a
LH1	-5.21062	-23.2987	36.8691639574408	-999	LH	L	depth	-3.30954	-15.6091	32.8355	posteriorcingulate	n/a	n/a
LH2	-7.81452	-22.3541	36.8086719893609	-999	LH	L	depth	-5.73763	-14.5828	32.5211	posteriorcingulate	n/a	n/a
LH3	-12.0039	-21.3634	38.2586120784114	-999	LH	L	depth	-10.6869	-13.4787	33.0419	posteriorcingulate	n/a	n/a
LH4	-15.1862	-19.5164	36.8456525240977	-999	LH	L	depth	-14.329	-11.9402	32.5711	posteriorcingulate	n/a	n/a
LH5	-18.7635	-18.1168	36.9188367269155	-999	LH	L	depth	-18.1017	-10.7265	33.6787	posteriorcingulate	n/a	n/a
LH7	-26.4434	-13.8171	35.0330680584025	-999	LH	L	depth	-24.8635	-7.48344	33.7833	precentral	n/a	n/a
LH9	-34.2453	-11.1812	34.2067337605277	-999	LH	L	depth	-32.2395	-5.35338	33.9899	precentral	n/a	n/a
LH10	-39.4202	-8.04856	34.1830247255885	-999	LH	L	depth	-37.1815	-3.15366	34.3659	precentral	n/a	n/a
LH11	-43.2751	-5.75843	33.4867635087859	-999	LH	L	depth	-40.8273	-2.16252	33.9678	precentral	n/a	n/a
LH12	-47.004	-2.31476	33.6600628888677	-999	LH	L	depth	-44.5516	0.0717446	34.428	precentral	n/a	n/a
LH13	-49.6765	-0.0542363	33.5398646421539	-999	LH	L	depth	-47.5879	1.08055	34.0725	precentral	n/a	n/a
LH14	-54.3318	2.79672	34.7910698845499	-999	LH	L	depth	-52.5722	3.3545	34.9502	precentral	n/a	n/a
LQ1	-9.19044	-35.109	29.4112653523792	-999	LQ	L	depth	-6.48505	-29.8251	27.7892	posteriorcingulate	n/a	n/a
LQ2	-12.7571	-35.855	29.9675715027617	-999	LQ	L	depth	-10.2226	-29.7818	28.5386	posteriorcingulate	n/a	n/a
LQ4	-20.3722	-37.9123	30.5414568192631	-999	LQ	L	depth	-18.8356	-30.9739	29.093	posteriorcingulate	n/a	n/a
LQ6	-27.5902	-36.8694	29.8697261134485	-999	LQ	L	depth	-26.8333	-31.0523	29.5463	supramarginal	n/a	n/a
LQ8	-36.1385	-36.0875	28.7747724506635	-999	LQ	L	depth	-35.4838	-31.0743	30.4576	supramarginal	n/a	n/a
LQ9	-41.3897	-35.7969	28.0436619546674	-999	LQ	L	depth	-40.4378	-31.0659	31.1217	supramarginal	n/a	n/a
LQ10	-45.4271	-35.437	26.7847792620897	-999	LQ	L	depth	-44.0908	-31.1709	30.8674	supramarginal	n/a	n/a
LQ11	-49.8365	-35.1375	28.0083032251315	-999	LQ	L	depth	-48.4366	-31.1451	31.5742	supramarginal	n/a	n/a
LQ12	-55.231	-35.5783	27.4635509520342	-999	LQ	L	depth	-52.0885	-31.2494	31.3207	supramarginal	n/a	n/a
LQ13	-62.2845	-33.9498	28.5999858418633	-999	LQ	L	depth	-57.0437	-31.2418	31.9855	supramarginal	n/a	n/a
LQ14	-66.0425	-32.864	29.9263879238807	-999	LQ	L	depth	-60.8235	-31.1244	33.2354	supramarginal	n/a	n/a
LLA1	-7.52084	-63.6799	20.5649767389748	-999	LLA	L	depth	-5.31063	-51.3049	29.6825	isthmuscingulate	n/a	n/a
LLA2	-9.64699	-61.2334	19.6956423215519	-999	LLA	L	depth	-7.61666	-51.5963	28.0071	isthmuscingulate	n/a	n/a
LLA3	-14.4132	-57.023	20.1845343173107	-999	LLA	L	depth	-13.6966	-50.6753	27.44	precuneus	n/a	n/a
LLA4	-17.7841	-56.8697	20.3871424803735	-999	LLA	L	depth	-17.3484	-50.7803	27.1857	precuneus	n/a	n/a
LLA5	-22.0411	-56.6049	20.6941070715591	-999	LLA	L	depth	-22.1319	-51.0681	25.8434	precuneus	n/a	n/a
LLA7	-30.1385	-55.0727	19.8741773731424	-999	LLA	L	depth	-30.0449	-51.295	25.2931	inferiorparietal	n/a	n/a
LLA9	-38.0807	-53.6517	17.4860810756964	-999	LLA	L	depth	-38.4804	-51.687	23.6958	inferiorparietal	n/a	n/a
LLA11	-48.0623	-53.6956	14.0265377874971	-999	LLA	L	depth	-46.3004	-50.9667	21.9972	inferiorparietal	n/a	n/a
LLA12	-53.0652	-54.7073	10.9053615636055	-999	LLA	L	depth	-49.9533	-51.0711	21.7438	inferiorparietal	n/a	n/a
LLA13	-58.5517	-55.398	9.7303731826618	-999	LLA	L	depth	-54.8216	-51.2112	21.4042	inferiorparietal	n/a	n/a
LLA14	-63.0923	-54.2501	9.10248357468952	-999	LLA	L	depth	-59.563	-51.5728	19.5613	inferiorparietal	n/a	n/a
LLB1	-10.2723	-67.5775	18.2162161943904	-999	LLB	L	depth	-7.48125	-57.9192	26.7938	cuneus	n/a	n/a
LLB2	-12.7833	-66.7662	17.5002908268845	-999	LLB	L	depth	-9.91653	-57.9892	26.6247	precuneus	n/a	n/a
LLB3	-17.2166	-67.4407	19.8852628027353	-999	LLB	L	depth	-14.8778	-59.0764	27.4335	precuneus	n/a	n/a
LLB4	-21.1258	-66.3154	20.8522419039608	-999	LLB	L	depth	-19.7533	-60.3119	27.2386	precuneus	n/a	n/a
LLB6	-30.2326	-66.1962	19.842903974789	-999	LLB	L	depth	-27.7653	-62.5819	27.9788	inferiorparietal	n/a	n/a
LLB8	-38.7017	-67.9515	21.1930802364542	-999	LLB	L	depth	-36.2926	-63.9218	27.5305	inferiorparietal	n/a	n/a
LLB9	-42.3763	-67.7197	24.2280726885392	-999	LLB	L	depth	-40.0798	-64.9009	28.9258	inferiorparietal	n/a	n/a
LLB10	-48.1432	-67.1822	24.987513607813	-999	LLB	L	depth	-44.9552	-66.1363	28.7309	inferiorparietal	n/a	n/a
LLB11	-51.5522	-67.3107	24.7798518547046	-999	LLB	L	depth	-48.0048	-67.3186	28.6632	inferiorparietal	n/a	n/a
LLB12	-54.7664	-66.803	25.3552718672466	-999	LLB	L	depth	-51.7424	-67.2752	29.4126	inferiorparietal	n/a	n/a
